"Fundplatz";"Grabkomplexnummer";"Grabkomplexbezeichnung";"Grabkomplexbeschreibung";"Grabkomplexerhaltung";"Hügeleinbauten";"Grabstele";"Hügelerweiterung";"Einfachgrablage"
1714;2458;"Grabhügel 9";"Hügel aus brauner, humoser Erde, direkt auf der alten Oberfläche aufgeschüttet, mit 1,1-1,2 m breitem Kreisgraben";2;0;0;0;
1714;2459;"Grabhügel 10";"Hügel aus braunem, humosem Material, auf der alten Oberfläche errichtet, mit 0,6-0,8 m breitem Kreisgraben; ""Keine Bodenspuren. Außer einer einzigen, in Höhe der ehemaligen Oberfläche lagernden Scherbe fanden sich keinerlei Grabbeigaben; die Bestattungsar";2;0;0;0;
1714;2460;"Grabhügel 11";"Hügel (Dm. ursprünglich wohl 12 m), von 0,3 m mächtigen rezenten Humusschicht überdeckt";2;0;0;0;
1714;2461;"Grabhügel 12";"Hügel mit 0,7 m breitem Kreisgraben; ""Die Hügelschüttung bestand aus einer helleren unteren und einer dunkleren oberen Schicht und war unmittelbar über der alten Bodenoberfläche ... angehäuft worden. Im Zentrum des Hügels in 30 cm Bodentiefe über eine Flä";3;0;0;0;
1714;2462;"Grabhügel 20";"Stark gestörter Hügel (H. 0,6-0,9 m), evtl. bereits antik beraubt";3;0;0;0;
1714;2463;"Grabhügel 21";"Sehr stark gestörter Hügel";3;0;0;0;
1714;2464;"Grabhügel 24";"Hügel (H. 0,2-0,3 m), auf alter Oberfläche errichtet, massiv gestört";3;0;0;0;
1716;2661;"Hügel 1";"Hügel aus Lehm aufgeschüttet";3;0;0;0;
1716;2662;"Hügel 2";"Hügel, aus Lehm aufgeschüttet; weitgehend zerstört";3;0;0;0;
1716;2663;"Hügel 3";"Hügel, aus Lehm aufgeschüttet";3;0;0;0;
1718;2487;"Grabhügel 1";"Hügel aus homogenem, lehmig-kiesigem Material; uk-zeitliches Primärgrab mit Ha-D-zeitlicher gestörter Nachbestattung; dazwischen nicht zuordbarer Leichenbrand; Untersuchung mittels 1 m breiten OW-Schnittes";5;0;0;0;
1718;2488;"Grabhügel 2";"Hügel aus lehmig-kiesigem Material; untersucht mittels 2 m breiten OW-Schnittes";3;0;0;0;
1721;2788;"Hügel 1";"Hügel, vor der Ausgrabung teilweise zerstört";3;0;0;0;
1721;2801;"Hügel 2";"Hügel";3;0;0;0;
1722;2724;"Hügel 3";"Hügel (Dm. 16-18 m), aus ortsfremdem, 400 m entfernt anstehendem Lehm aufgeschüttet; nur teilweise ausgegraben, kein Kreisgraben nachgewiesen";3;0;0;0;
1722;2725;"Hügel 13";"Hügel, aus ortsfremdem, 400 m entfernt anstehendem Lehm aufgeschüttet; nur teilweise ausgegraben, kein Kreisgraben nachgewiesen";3;0;0;0;
1722;2726;"Hügel 14";"Hügel, aus ortsfremdem, 400 m entfernt anstehendem Lehm aufgeschüttet; nur teilweise ausgegraben, kein Kreisgraben nachgewiesen";5;0;0;0;
1722;2727;"Hügel 18";"Hügel, aus ortsfremdem, 400 m entfernt anstehendem Lehm aufgeschüttet; nur teilweise ausgegraben, kein Kreisgraben nachgewiesen";3;0;0;0;
1722;2728;"Hügel 19";"Hügel, aus ortsfremdem, 400 m entfernt anstehendem Lehm aufgeschüttet; nur teilweise ausgegraben, kein Kreisgraben nachgewiesen";3;0;0;0;
1729;2485;"Grabhügel";"Zerstörter Grabhügel mit spätbronzezeitlicher Primär- und hallstattzeitlicher Sekundärbestattung; in der n Hälfte Reste eines zerstörten spätbronzezeitlichen Brandgrabes; hallstattzeitliche Funde aus s Hälfte";3;0;0;0;
1737;3019;"Hügel 1";"Hügel";3;0;0;0;
1737;3020;"Hügel 4";"Hügel";3;0;0;0;
1737;3021;"Hügel 5";"Hügel";3;0;0;0;
1737;3022;"Hügel 8";"Hügel [nach Pressmar auch Reste von Pferdegeschirr gefunden; insgesamt mach Befund den Eindruck, als ob eine oder mehrere Bestattungen nicht erkannt worden wären; deshalb hier nicht aufgenommen]";3;0;0;0;
1742;2486;"Grabhügel 1";"Grabhügel";3;0;0;0;
1745;2766;"Hügel 1";"Verebneter Hügel, nur Hügelzentrum untersucht";3;0;0;0;
1745;2767;"Hügel 3";"Verebneter Hügel";3;0;0;0;
1750;1637;"Grab 1";"Nord-südlich sich erstreckende, regelmäßig halbkreisförmige Steinsetzung (2 x 2,3 m) aus großen Kalksteinen und im O aus schräg im Boden steckenden mehrlagigen Kalksteinplatten; Steinpackung war [nach S. 92 + Beil. 7 offensichtlich] von Steinkranz umgeben";2;0;0;0;
1750;1638;"Grab 2";"Urnengrab ohne obertägige Kennzeichnung";4;0;0;0;"3"
1750;1639;"Grab 3";"Stark gestörtes Brandgrab";4;0;0;0;"3"
1750;1640;"Grab 4";"Urnengrab";4;0;0;0;"3"
1750;1641;"Grab 5";"stark gestörtes Brandgrab";4;0;0;0;"3"
1750;1642;"Grab 6";"Brandgrab, ohne obertägige Kennzeichnung";4;0;0;0;"3"
1750;1652;"Grab 7";"Ovale Steinsetzung aus großen, teilweise senkrecht gestellten Kalksteinplatten in N-S-Ausrichtung (1,4 x 0,9 m); innere Abdeckung bestand aus kleinen, regelmäßig angeordneten Steinplatten (waagerecht bzw. senkrecht)";2;0;0;0;
1750;1653;"Grab 8";"Fast vollkommen zerstörtes Brandgrab, umgeben von einem Kreisgraben von ca. 9 m und einer Steinsetzung/-pflaster von ca. 8 m; von einem etwaigen Hügel wurde keine Spur mehr beobachtet";3;0;0;0;
1750;1654;"Grab 9";"Nahezu völlig zerstörtes Brandgrab, evtl. ehmals mit Steinpackung/-abdeckung";3;0;0;0;
1750;1655;"Grab 10";"Mit mehreren Kalksteinen abgedecktes Brandgrab";3;0;0;0;"3"
1750;1656;"Grab 11";"Körpergrab, keinerlei Spuren einer Steinpackung, ""aber die Tatsache, daß hier ein Kammergrab zu ebener Erde angelegt wurde, spricht dafür, daß ehemals eine Überhügelung vorhanden war."" [Meiborg 1997, 92]";4;0;0;0;
1750;1657;"Grab 12";"Säuglingskörpergrab";4;0;0;0;"3"
1750;1658;"Grab 13";"Durch den Pflug gestörtes Brandgrab, dessen Steinpackung offensichtlich durch Steinplatten begrenzt war";3;0;0;0;
1750;1659;"Grab 14";"Stark vom Pflug gestörtes Brandgrab";3;0;0;0;
1750;1660;"Grab 16";"Urnengrab";4;0;0;0;"3"
1750;1661;"Grab 17";"Ovale Steinsetzung (2 x 3,2 m) aus einen Kranz bildenden, wenigen großen Kalksteinplatten und darunterliegenden Kalksteinbrocken (insgesamt mehrere Lagen)";2;0;0;0;
1750;1662;"Grab 18";"Säuglingsgrab ""unter einem großen Stein""";3;0;1;0;"3"
1750;1663;"Grab 19";"Kleine, ovale Steinabdeckung (0,5 x 0,7 m) mit Säuglingskörperbestattung";1;0;0;0;"3"
1750;1664;"Grab 20";"Ovale Steinabdeckung aus leicht geneigt stehenden Kalksteinplatten; insgesamt 2 Lagen";2;0;0;0;"3"
1750;1665;"Grab 21";"Ovale Steinpackung (0,7 x 1,0 m) aus mehreren, z. T. deutlich stehenden Kalksteinplatten";2;0;0;0;"3"
1750;1666;"Grab 22";"Steinpackung (0,7 x 1,4 m) aus teilweise noch aufrecht stehenden Steinen, die von grabenartiger Verfärbung umgeben war (Dm. 2 m), in der teilweise noch Kalkplatten standen";3;0;0;0;
1750;1667;"Grab 23";"Stark zerstörtes Brandgrab, evtl. ehemals mit Steinsetzung oder Stele";3;0;1;0;"3"
1750;1668;"Grab 24";"Stark zerstörtes Brandgrab, evtl. ehemals mit Steinabdeckung";3;0;0;0;"3"
1750;1669;"Grab 25";"Stark zerstörtes Brandgrab";4;0;0;0;
1750;1670;"Grab 26";"Körpergrab";4;0;0;0;"3"
1750;1671;"Grab 27";"Säuglingsbestattung; unterhalb Grab 26 gelegen";4;0;0;0;"3"
1750;1672;"Grab 28";"Körperbestattung";4;0;0;0;"3"
1750;1673;"Grab 29";"Säuglingsgrab";4;0;0;0;"3"
1750;1674;"Grab 30";"Säuglingsgrab";4;0;0;0;"3"
1750;1675;"Grab 31";"Körperbestattung";4;0;0;0;"3"
1750;1676;"Grab 32";"Reste einer Steinpackung (2,1 x 1,1 m)";3;0;0;0;
1750;1677;"Grab 33";"Brandbestattung; Grab ""wurde von fünf kreisförmig aufgestellten Kalksteinplatten begrenzt. In der Mitte dieser Steine lagen unterschiedlich große Kalksteine, die die eigentlich Bestattung abdeckten.""";3;0;0;0;"3"
1750;1678;"Grab 34";"Stark gestörte Steinpackung, die umgeben war von einem Steinkranz, dessen Steine ""in einem eigens dafür ausgehobenen Kreisgraben aufgestellt worden zu sein"" scheinen (Dm. 6-7 m)";3;0;0;0;
1750;1679;"Grab 35";"Sehr stark zerstörtes Grab";4;0;0;0;
1750;1680;"Grab 36";"Stark gestörte Steinpackung";3;0;0;0;
1750;2664;"Rennweg 7";"Angeblich eingetieftes Grab mit darüberliegender Steinpackung [Toter lag 0,8 m unter heutiger Oberfläche; angesichts der schwierigen Bergungsverhältnisse hat sich Schacht vermutlich nicht eindeutig nachweisen lassen, deshalb ist ebenerdige Anlage mit ansc";3;0;0;0;
1751;1643;"Grab 1 (= Hügel 1)";"Völlig verflachter Hügel; ""Ein 1-1,5m breiter, einlagiger Steinkranz aus unregelmäßigen Kalk- und Sandsteinbrocken von ca. 14 m Außendurchmesser stieß an zwei Stellen auf den Steinkreis von Hügel 2. Der Steinkranz umschloß in uneinheitlichem Abstand (0,4-";2;0;0;0;
1751;1644;"Grab 2 (= Hügel 2)";"Oberflächig nicht mehr sichtbarer Hügel; lückenhafter Steinkreis bestand aus senkrecht gestellten Kalksteinplatten, die leicht nach außen gedrückt waren; an einigen Stellen doppelt gesetzt; Steinpackung aus Kalkbrocken (10 x 12 m) hatte noch Höhe von 0,4-";1;1;0;0;
1751;1645;"Grab 3 (= Hügel 3)";"Hügel aus einreihigem Steinkreis aus Kalksteinen, der bis zu 0,5 m an den Steinkreis von Hügel 2 heranreichte; Steinkreis bestand aus plattenförmigen Kalksteinen (ob aufrecht oder nach außen gedrückt ließ sich nicht mehr feststellen); zentrale Steinpackun";2;0;0;0;
1751;1646;"Grab 7 (= Hügel 4)";"Hügel war ""mit einem Steinkranz aus Kalkbrocken umgeben. Der Kranz war 0,6-1,8 m breit ... Er stieß an zwei Stellen an den Hügel 3 an. Im Abstand von 0,4-1 m folgte zum Zentrum ein einfacher Steinkreis aus Kalksteinen von 8 m Durchmesser, der im nordöstli";2;0;0;0;
1751;1647;"Grab 4";"Brandgrab am nordwestlichen Rand von Hügel 1, über das äußerer Steinkranz von Hügel 1 ""z. T. noch hinwegging"" [also stratigraphisch älter als Steinkranz von Hügel 1]; Grab allerdings zur Hügelmitte hin gelegen";4;0;0;0;"2"
1751;1648;"Grab 5";"Brandgrab am NW-Rand von Hügel 1, am äußeren Rand des äußeren Steinkranzes, teilweise von diesem überdeck (da aus Grab 5 Scherben kommen, die sich an solche aus Hügel 1 anpassen lassen, folgert Tischer 1994, 24: ""Die Verlagerung einiger Scherben muß somit";4;0;0;0;"2"
1751;1649;"Grab 6";"Brandgrab am NW-Rand von Hügel 1, zum größten Teil überdeckt vom inneren Steinkreis; zudem war es durch den größten Stein des gesamten Hügels markiert [entgegen Tischer wohl älter als dieser]";2;0;1;0;"2"
1751;1650;"Grab 8";"Brandgrab";4;0;0;0;"3"
1751;1651;"Grab 9";"Brandgrab unter dem onö Bereich der zentralen Steinpackung von Hügel 4 (nach Tischer 1994, 24 existieren Scherben aus Grab 9, die sich an solche aus Hügel 4 anpassen lassen; da er Störung durch Pflug ausschließt, folgert er: ""Die Störung muß vor oder bei ";5;0;0;0;"1"
1752;1681;"Grab 1";"Annähernd quadratische Steinpackung, ""von einem Kranz zum Teil noch senkrecht stehender Steinplatten eingefaßt""; Steinkranz stieß im N an Steinkreis von Grab 5 [nicht im Katalog erwähnt ist, daß Steinkreis von Grab 10 an den von Grab 1 anstößt (Röhrig 199";2;0;0;0;
1752;1682;"Gräber 2 A + B";"Fast quadratische Steinpackung ""aus dachziegelartig übereinanderliegenden Kalk- und Sandsteinen aufgebaut, denen nach innen senkrecht stehende Kalksteinplatten vorgesetzt waren.""; O-Seite war stark gestört; Steinkreis wurde nicht beobachtet; außerhalb der";2;0;0;0;
1752;1683;"Grab 3";"""Lockere Steinsetzung am westlichen Teil des Steinkreises von Grab 1."" [zeitliches Verhältnis auch hier unklar]; Abdeckung durch große, flache Kalksteinplatte";2;0;0;0;"2"
1752;1684;"Grab 4";"Brandbestattung, bei Ausheben des Fundamentgrabens zerstört";4;0;0;0;"3"
1752;1685;"Grab 5";"Rechteckige Steinpackung, die im N durch moderne Störung abgeschnitten; innerer Bereich der Steinpackung durch mehrere Lagen großer Steinplatten aufgefüllt; im W + S noch Steinkreis feststellbar, der aus senkrecht gestellten Steinplatten bestand; Grab woh";2;0;0;0;
1752;1686;"Grab 6";"Brandgrab, ""teilweise unter kleinen Kalksteinplatten""";3;0;0;0;
1752;1687;"Grab 7";"Weitgehend zerstörtes Brandgrab ""zwischen Kalk- und Sandsteinen in ungeordneter Lage""";3;0;0;0;
1752;1688;"Grab 8";"Vollkommen zerstörtes Brandgrab ""ohne erkennbare Strukturen des Steinbaus""";3;0;0;0;
1752;1689;"Grab 9";"Stark gestörtes Brandgrab, keine Steinkammer beobachtbar";3;0;0;0;
1752;1690;"Gräber 10 A + B";"Relativ gut erhaltene Steinpackung, die nur im O stark gestört schien; ""Der Grabbau bestand aus durchweg sehr großen, flachen Kalksteinplatten, die, nach Meinung des Ausgräbers, ursprünglich wohl senkrecht standen, jetzt aber nach innen verkippt seien. Te";2;0;0;0;
1752;1691;"Grab 11";"Sehr stark gestörte Steinpackung mit Brandgrab, Ausmaße nicht sicher zu rekonstruieren; ""Im Süden ließen sich einige senkrecht gestellte Kalksteinplatten eines Steinkreises von ca. 2,40 m Durchmesser erkennen.""";3;0;0;0;
1752;1692;"Gräber 12 A + B";"Fast quadratische Steinpackung, im N noch relativ gut erhalten, sonst gestört; noch wenige erhaltene Steine einer Grababdeckung; südliche Langseite schloß unmittelbar an Grab 17 an; unter der NW-Kammerecke lag Brandgrab";2;0;0;0;
1752;1693;"Grab 13";"""Vom ursprünglichen Grab hat sich nur noch der östliche Teil einer annähern Nord-Süd ausgerichteten Grabkammer erhalten. Der die Grabkammer umgebende Steinkreis bestand aus senkrecht gestellten Steinplatten ...""";3;0;0;0;
1752;1694;"Grab 14";"Völlig zerstörte Steinpackung";3;0;0;0;
1752;1695;"Grab 15";"Stark zerstörte Steinpackung, die nur noch im W vollständig erhalten war; Reste der Steinabdeckung wohl in Form von Steinen im Grabinneren";3;0;0;0;
1752;1696;"Grab 16";"Stark gestörte Steinpackung; dazugehörige Steinkreis im W gut erhalten; im SW wurde er vom Steinkreis von Grab 10 berührt";3;0;0;0;
1752;1697;"Gräber 17 A + B";"""Quadratische Steinsetzung, von der nur die West- und die Nordseite annähernd vollständig erhalten waren. Ein Teil der Nordseite ging in die südliche Begrenzung von Grab 12 über. ... Ein Steinkreis ließ sich nicht feststellen.""; ältere Bestattung (Grab 17";3;0;0;0;
1752;1698;"Grab 18";"Vollkommen zerstörtes Grab";3;0;0;0;
1752;1699;"Grab 19";"Gestörte Steinpackung [Grabinneres wohl steinfrei]; Steinkreis bestand z. T. noch aus senkrecht gestellten Steinplatten";2;0;0;0;
1752;1700;"Grab 20";"""Kein Grabbau erkennbar.""";3;0;0;0;
1752;1701;"Grab 21";"""Nach Angaben des Ausgräbers war das Grab mit zwei flachen Steinplatten abgedeckt. Südlich darn angrenzend befanden sich zwei senkrecht gestellte Steinplatten."" [nahe an Gräbern 17 A + B gelegen, evtl. am Hügelfuß?]";2;0;1;0;"3"
1752;1702;"Grab 22";"Brandgrubengrab";4;0;0;0;
1752;1703;"Grab 23";"Brandgrubengrab";4;0;0;0;
1752;1704;"Grab 24";"Grabungsschnitt erfaßte Grabstruktur nur unvollständig; im W auffallend großen Steine (wohl Steineinfassung), im W fehlten sie ganz; im zu vermutenden Zentrum größere Anzahl kleinerer Steine; Uenze vermutet (S. 11): ""Die Decke der Grabkammer stürzte unter";3;0;0;0;
1752;1705;"Grab 26";"""Steindecke aus kleinen und großen Kalksteinen ..., zwischen denen sich auch einzelne gelbe Sandsteine befanden"", stark modern gestört";3;0;0;0;
1752;1706;"Grab 29";"Brandgrab";4;0;0;0;"3"
1752;1707;"Grab 30";"Brandbestattung ""östlich eines umgestürzten, stelenartigen Steines""";2;0;1;0;"3"
1752;1708;"Grab 31";"Brandgrab ö + am Fuß einer Steinstele";2;0;1;0;"3"
1752;1709;"Grab 32";"Brandgrab";4;0;0;0;
1752;1710;"Grab 33";"Brandgrab, ""unmittelbar östlich eines großen Kalksteines""";2;0;1;0;"3"
1752;1711;"Grab 34";"""Reste eines nicht mehr rekonstruierbaren, völlig gestörten Grabbaues"", einige lose Steine";3;0;0;0;
1752;1712;"Grab 35";"ausgewaschenes Brandgrab ""im westlichen Grabungsprofil von Grab 36""";4;0;0;0;
1752;1713;"Grab 36";"Annähernd rechteckige Steinpackung, im N + S leichte Störungen";2;0;0;0;
1752;1714;"Grab 37";"Brandgrab: ""Laut Tagebuch soll sich Grab 37 zwei Spatenstiche unterhalb der Mitte von Grab 36 befunden haben. ... Auf Beilage 2 ist die Lage der Urne 5 m östlich von Grab 36 verzeichnet.""";4;0;0;0;
1752;1715;"Grab 38";"Stark modern gestörte, wohl ehemals rechteckige Steinpackung (ca. 4 x 4,2 m)";3;0;0;0;
1752;1716;"Grab 39";"Lose Steinpackung; im W + S noch Reste eines Steinkreises, z. T. aus senkrecht gestellten Steinplatten; im N + O nicht feststellbar; unter und in unmittelbarer Nachbarschaft zum Grabbau zahlreiche Brandgräber (Grab 40-54), die wohl - zumindest im Bereich ";2;0;0;0;
1752;1717;"Grab 25";"Brandgrab unterhalb der südlichen Kammerwand von Grab 24 [wohl älter als dies]";4;0;0;0;"1"
1752;1718;"Grab 28";"""Unter einer der großen Steinplatten der südlichen 'Grabkammerwand' [von Grab 26] wurde beim Wegräumen der Steine ein runder Brandfleck ... entdeckt, der durch Holzkohle dunkelgefärbt war""";4;0;0;0;"1"
1752;1719;"Grab 27";"unter nö Ecke der Grabkammer von Grab 26 Brandgrube, die durch Lage kleinerer Steine + 4 größere Steine abgedeckt war [nach Uenze Steinabdeckung bei Anlage der Grabkammer erfolgt, da einige der Gefäße - trotz ungestörter Lage - beschädigt waren; Argumenta";4;0;0;0;"1"
1752;1720;"Grab 40";"Brandgrab an nö Peripherie von Grab 39, vermutlich älter";4;0;0;0;"2"
1752;1721;"Grab 41";"Brandgrab am knapp außerhalb des w Randes des Steinkreises von Grab 39";4;0;0;0;"2"
1752;1722;"Grab 42";"Grab (?) [kein Leichenbrand] ""randlich unter einem mächtigen Kalkstein"", knapp außerhalb des w Randes des Steinkreises von Grab 39";3;0;1;0;"2"
1752;1723;"Grab 43";"Brandgrab, knapp außerhalb des w Randes des Steinkreises von Grab 39";4;0;0;0;"2"
1752;1724;"Grab 44";"Brandgrab, 1m sö von Grab 39 [nach Abb. 36 in unmittelbarer Nähe großer Stein]";3;0;1;0;"3"
1752;1725;"Grab 45";"Brandgrab, im sö Quadranten von Grab 39 liegend, zwischen Steinpackung + Steinkreis; in unmittelbarer Nähe zu Grab 46";4;0;0;0;"1"
1752;1726;"Grab 46";"Brandgrab, im sö Quadranten von Grab 39 liegend, zwischen Steinpackung + Steinkreis; in unmittelbarer Nähe zu Grab 45";4;0;0;0;"1"
1752;1727;"Grab 47";"Brandgrab, im sö Quadranten von Grab 39 liegend, in relativer Nähe zur Körperbestattung von Grab 39";4;0;0;0;"1"
1752;1728;"Grab 48";"Brandgrab, ca. 2,5 m s von Steinkreis von Grab 39; nach Befundplan in unmittelbarer Nähe zu einem größeren Stein gelegen [von Röhrig aber nicht erwähnt]";3;0;1;0;"3"
1752;1729;"Grab 49";"Brandgrab, am nnw-Rand der Steinpackung von Grab 39 gelegen";4;0;0;0;"1"
1752;1730;"Grab 50";"Brandgrab am n Rand von Steinpackung von Grab 39";4;0;0;0;"1"
1752;1731;"Grab 51";"Brandgrab am n Rand von Steinpackung von Grab 39";4;0;0;0;"1"
1752;1732;"Grab 52";"Brandgrab am n Rand von Steinpackung von Grab 39";4;0;0;0;"1"
1752;1733;"Grab 53";"Brandgrab am ö Rand von Steinpackung von Grab 39; ""Die Urne stand neben einem senkrecht stehenden Kalkstein ... Eine Niederlegung vor der Anlage von Grab 39 ist wahrscheinlich.""";2;0;1;0;"1"
1752;1734;"Grab 54";"Brandgrab, knapp außerhalb des sö Rand von Steinkreis von Grab 39";4;0;0;0;"2"
1752;1735;"Grab 55 A";"Rechteckige Steinpackung (2 x 2 m), im W noch Reste des Steinkreises";2;0;0;0;
1752;1736;"Grab 55 B";"Brandgrab, unterhalb von Grab 55 A und älter als dieses, ""da auf Planum 1 keine Hinweise einer nachträglichen Einbringung vorhanden waren""; evtl. ehemals durch plattigen Kalkstein gekennzeichnet";3;0;1;0;"1"
1752;1737;"Grab 56";"Rechteckige Steinpackung, nach NNW ausgerichtet";2;0;0;0;
1752;1738;"Grab 57";"Ungefähr rechteckige Steinpackung (3 x 3,8 m), NNW ausgerichtet; ""Von Nordwesten über Osten bis nach Südosten zog sich ein bis zu 1,20 m breiter Steinkreis, der sich zu den Enden hin verjüngte."", Lücke im SW evtl. durch Störung verursacht";2;0;0;0;
1752;1739;"Grab 58";"Brandgrab 2 m w der Steinpackung von Grab 57; evtl. im Bereich des nicht erhaltenen Steinkreises von Grab 57";4;0;0;0;"2"
1752;1740;"Grab 59";"Brandgrab, ca. 1,8 m sw der Steinpackung von Grab 57; evtl. im Bereich des nicht erhaltenen Steinkreises von Grab 57";4;0;0;0;"2"
1752;1741;"Grab 60";"Brandgrab, ca. 1,8 m s der Steinpackung von Grab 57; evtl. im Bereich des nicht erhaltenen Steinkreises von Grab 57; 1 m von Grab 59 entfernt; Gefäßgruppe vermutlich ursprünglich durch aufrecht stehenden Kalkstein gekennzeichnet";2;0;1;0;"2"
1752;1742;"Grab 61";"Brandbestattung (?). Unmmittelbar außen an nördliche Seite des Steinkreises von Grab 57 angrenzend";4;0;0;0;"2"
1752;1743;"Grab 62";"Brandbestattung; unmmittelbar innen an nördliche Seite des Steinkreises von Grab 57 angrenzend";4;0;0;0;"2"
1752;1744;"Grab 63";"Brandgrab; vermutlich unter dem n Steinkreis von Grab 57 liegend";4;0;0;0;"2"
1752;1745;"Grab 64";"Brandgrab (?), innen am nö Rand des Steinkreises von Grab 57";4;0;0;0;"2"
1752;1746;"Grab 65";"Brandgrab (?), 1,5 m nö des Steinkreises von Grab 57";4;0;0;0;"3"
1752;1747;"Grab 66";"Brandgrab unter nö-Rand von Steinkreis von Grab 57";4;0;0;0;"2"
1752;1748;"Grab 67";"Brandgrab, etwas außerhalb von nö-Rand von Steinkreis von Grab 57";4;0;0;0;"3"
1752;1749;"""Grab"" 68";"Kleine, N-S-ausgerichtete Steinpackung (2,2 x 2 m)";3;0;0;0;
1752;1750;"Grab 69";"Brandgrab (?), genaue Lage fraglich";4;0;0;0;"3"
1752;1751;"Grab 70";"Ungefähr N-S-ausgerichtete Steinpackung (4 x 4 m), besonders im Zentrum stark gestört";3;0;0;0;
1752;1752;"Grab 71";"""Lockere Steinpackung, Nord-Süd ausgerichtet"" (5 x 4,50 m); Steinkreis ""im Westen fast vollständig erhalten und wurde dort von einer nahezu Nord-Süd verlaufenden Steinreihung (23 m lang) tangiert."" 1 m breite Steinreihe muß jünger als Steinkreis sein, nah";2;0;0;0;
1752;1753;"Grab 72";"Annähernd N-S-ausgerichtete Steinpackung (4 x 5 m), stark gestört";3;0;0;0;
1752;1754;"Grab 73";"Brandgrab";4;0;0;0;"3"
1752;1755;"Grab 74";"Brandgrab";4;0;0;0;"3"
1752;1756;"Grab 75";"Brandgrab";4;0;0;0;"3"
1752;1757;"Grab 76";"Sehr schlecht erhaltene Steinpackung, zu der Reste eines Steinkreises gehören dürften";3;0;0;0;
1752;1758;"Grab 79";"Brandgrab (?) unter einer großen Kalksteinplatte";3;0;0;0;"3"
1752;1759;"Grab 80";"Steinkammer (1 x 0,6 m) abgedeckt durch 2 mächtige Kalksteine";2;0;0;0;"3"
1752;1760;"Grab 81";"Körperbestattung unter einer großen Kalksteinplatte";2;0;0;0;"3"
1752;1761;"Grab 82";"Sehr stark gestörte Steinpackung";3;0;0;0;
1752;1762;"Grab 83";"Annähernd N-S-ausgerichtete, lquadratische ockere Steinpackung (3,5 x 3,5 m), im N wohl gestört; einige Steine im weiteren Umweld evtl. zu Steinkreis (Dm. 8-10 m) zu ergänzen";2;0;0;0;
1752;1763;"Grab 84";"Brandgrab";4;0;0;0;"3"
1752;1764;"Grab 85";"Brandgrab";4;0;0;0;"3"
1752;1765;"Grab 86";"""Brandbestattung (?). Weder die Zahl noch die Lage der Urnengräber läßt sich genau ermitteln.""";3;0;0;0;"3"
1752;1766;"Grab 87";"Rechteckige, annähernd N-S-ausgerichtete Steinpackung (7 x 10 m); auffällig ist der breite Zwischenraum, der zwischen diesem und benachbarten Gräbern herrscht";2;0;0;0;
1752;1767;"Grab 88";"Brandgrab, ca. 2 m w der Grabkammer von Grab 89";4;0;0;0;"3"
1752;1768;"Grab 89";"Annäherd quadratische, N-S-ausgerichtete Steinpackung (3,5 x 4 m), stark gestört";3;0;0;0;
1752;1769;"Grab 90";"Brandgrab: ""Zwei Gefäße, aufgestellt neben einem senkrecht stehenden plattigen Kalkstein""";2;0;1;0;"3"
1752;1770;"Grab 91 A";"Annähernd N-S-ausgerichtete, rechteckige Steinpackung (4 x 4,6 m), in deren Zentrum sich kaum Steine erhalten haben";2;0;0;0;
1752;1771;"Grab 91 B";"Brandgrab, ganz knapp an SO-Ecke der Steinpackung von Grab 91 A gelegen [Röhrig geht davon aus, daß Grab 91 B älter als Steinpackung ist]";4;0;0;0;"2"
1752;1772;"Grab 92";"Brandgrab, wenig s von SO-Ecke von Steinpackung von Grab 91 A";4;0;0;0;"2"
1752;1773;"Grab 93";"Brandgrab";4;0;0;0;"3"
1752;1774;"Grab 94";"Brandgrab, 1,5 m sö von Grab 93";4;0;0;0;"3"
1752;1775;"Grab 95";"Brandgrab, ca. 2 m sö von Grab 94";4;0;0;0;"3"
1752;1776;"Grab 96";"Brandgrab, ca. 1 m ssö von Grab 96";4;0;0;0;"3"
1752;1777;"Grab 97";"Steinpackung nur z. T. erfaßt, größtenteils wohl bereits durch Straßenbau gestört; n der Steinpackung wohl zugehöriger Steinkreis, ""aus zum Teil senkrecht gestellten Steinplatten"" [keine weiteren Befunde]";3;0;0;0;
1752;1778;"Grab 98";"Annähernd rechteckige, N-S-ausgerichtete Steinpackung (4,5 x 5,5 m), im Zentrum fehlen einige Steine";2;0;0;0;
1752;1779;"Grab 99";"Annähernd quadratische, N-S-ausgerichtete Steinpackung (5 x 5 m) aus Kalk- und vereinzelt Sandsteinen; im NW-Bereich O-W-verlaufende Störung; evtl. undefinierbare Steinsetzung n von Grab 102 ehemals zu Grab 99 zugehöriger Steinkreis";2;0;0;0;
1752;1780;"Grab 100";"Annähernd N-S-ausgerichtete, rechteckige Steinpackung (4 x 4,2 m) aus Kalksteinen und vereinzelten Sandsteinen; ""Die Steinpackung wurde von einem intakten Steinkreis aus senkrecht gestellten Kalksteinplatten umgeben."" [nach Röhrig Grabkomplex wohl etwa gl";2;0;0;0;
1752;1781;"Grab 101";"""Brandbestattung. Am nördlichen Schnittpunkt der Steinkreise von Grab 100 und 102, innerhalb des Steinkreises von Grab 100, lagen, durch einen plattigen Kalkstein gekennzeichnet, zwei Gefäße.""";2;0;1;0;"2"
