"Grabkomplex";"Grabnummer";"Grabbezeichnung";"Grabbeschreibung";"Grabcharakter";"Graberhaltung";"Grabausrichung";"Grabniveau";"Grubenlänge";"Grubenbreite";"Grubentiefe";"Grabkammer";"Grabkammerlänge";"Grabkammerbreite";"Mehrfachbestattung";"Grabberaubung";"Verziegelung des Bodens";""Brandschicht"";"Holzwände";"Holzdecke";"Holzboden";"Steinwände";"Steindecke";"Steinboden";"Steinpackungsdurchmesser";"Besonderheiten";"Arch_Geschlechtsbestimmung"
1771;1487;"Grab 91 B";"Einzelnes Gefäß mit Leichenbrand, auf demselben Niveau wie Grabkammer von Grab 91 A gelegen [also nicht eingetieft!? Evtl. in Hügel von Grab 91 A eingebracht?]";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1772;1489;"Grab 92";"vom Niveau her deutlich unterhalb der Steinpackung von Grab 91 A gelegen, ""Auf der Plazeichnung sind im kreisrund dunkelbraun verfärbten Erdreich Holzkohle, Leichenbrand und Keramikscherben auszumachen. Zuweisbar waren wenige Scherben und sehr wenig Leich";"1";2;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1773;1490;"Grab 93";"Mindestens 3 Gefäße (davon diente eines als Urne, eine als Deckschale), sind aber verschollen";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1774;1491;"Grab 94";"3 Gefäße, davon 2 ineinandergestellt; Leichenbrand von 2 Individuen in jeweils einem; ""Das umgebende Erdreich wies keine Verfärbung auf.""";"1";2;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1775;1492;"Grab 95";"""Nach Angaben des Ausgräbers handelte es sich um die Reste einer Urne mit leichenbrand un einem kleinen Bronzesplitter. Der Leichenbrand ist verschollen.""";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1776;1493;"Grab 96";"""Die Gefäße ... standen in einer [schachtartigen] Brandgrube, die dunkelbraun verfärbt und reichlich Holzkohle durchsetzt war.""; Grube mindestens 0,4 m tief [Planskizze und Profil allerdings größenmäßig nicht überein zu bringen], schichtartig aufgebaut: o";"1";1;9;2;0,35;0,35;0,35;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1778;1494;"Grab 98";"Körperbestattung wurde durch ""Besucher"" zerstört, wohl im NW der anzunehmenden Grabkammer [Grabkammermaße stark interpoliert]; im O Keramikbeigabe; bei der Keramik Fischknochen";"2";2;13;3;;;0,00;2;2,80;2,80;0;0;0;0;0;0;0;0;1;0;5,00;0;0
1779;1495;"Grab 99";"""Der Ausgräber will Holzspuren von Resten einer hölzernen Grabkammer beobachtet haben."" [Grabkammer (Maße stark interpoliert) offensichtlich leicht aus Zentrum nach 0 verschoben]; im W Körperbestattung, im O Keramikbeigabe; in Gefäß auf Höhe der Grabkamme";"2";2;5;3;;;0,00;2;3,00;2,40;0;0;0;0;1;0;0;0;1;0;5,00;0;1
1780;1496;"Grab 100 - Leichenbrand";"""Auf Planum 1 [in SW-Ecke der Steinpackung] fanden sich ohne Zusammenhang 600 Gramm Leichenbrand."" [vermutlich wohl in Steinpackung eingetieft, also in jedem Fall jünger als Grab 100]";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;4,09;0;0
1780;1497;"Grab 100";"im W der anzunehmenden Grabkammer [Maße interpoliert] leicht gestörtes Skelett, im O Keramikbeigabe, im Zentrum Tierknochen; einzelnes Gefäß in der Nähe des Kopfes; ""Eine Besonderheit bildeten insgesamt noch sechs erhlatene, zum Teil aufrecht stehende Kal";"2";2;13;3;;;0,00;2;2,80;2,60;0;0;0;0;0;0;0;1;1;0;4,09;0;0
1781;1498;"Grab 101";"2 Gefäße, von denen 1 Leichenbrand enthielt";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1782;1499;"Grab 102";"Ohne erkennbare Strukturen fanden sich auf oberem Planum Leichenbrandnester und wenig darunter Reste einer Körperbestattung; die meisten Funde (Tierknochen, Keramik) lassen sich nicht zuordnen [aus diesem Grund hier auch nicht aufgenommen, da Zuweisung zu";"4";3;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1783;1500;"Grab 103";"unter der Steinpackung evtl. ebenerdig angelegte Holzkammer [da Skelett schlecht erhalten]; Bronzebeigaben ohne Zusammenhang, Skelett weitgehend vergangen";"1";2;5;3;;;0,00;2;;;0;0;0;0;0;0;0;0;1;0;1,10;0;2
1784;1501;"Grab 104 B";"Im W der anzunehmenden Grabkammer [Maße stark interpoliert; keine Einbauten beobachtet] Skelett, nw des linken Fußes ein Leichenbrandhäufchen; im O + NO [L-Form] umfangreiche Keramikbeigabe, dabei auch Tierknochen";"2";3;5;3;;;0,00;2;3,00;3,00;1;0;0;0;0;0;0;0;1;0;3,29;0;4
1784;1502;"Grab 104 A";"""Auf Planum 1 und 2 fanden sich die verstreuten Teile eines Skelettes ... mit Keramikbeigaben. Aussagen zur ursprünglichen Lage des Bestatteten sowie der Gefäßbeigabe lassen sich nicht mehr machen."" [Grab macht stark gestörten Eindruck]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1785;1503;"Grab 105";"""Verstreut lagen einige Tierknochen ..., etwas Leichenbrand, menschliche Skelettreste ... und Keramik."" [Befund höchst problematisch, evtl. kein Grab; deshalb Beigaben nicht aufgenommen]";"4";3;9;1;;;;4;;;1;0;0;0;0;0;0;0;1;0;3,00;0;4
1786;1504;"Grab 106";"Urne mit Deckschale und Leichenbrand; ""Verfärbungen im umliegenden Erdreich wurden nicht beobachtet.""";"1";2;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
1787;1505;"Grab 107";"Urne mit Deckschale und Leichenbrand; ""Verfärbtes Erdreich in der Umgebung der Urne wurde on den Ausgräbern nicht beobachtet.""";"1";2;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
1788;1506;"Grab 108";"Verstreut fanden sich Tierknochen, wenige Scherben, Holzkohle und Knochen mehrerer menschlicher Individuen; im NO ""lag unter den Steinen ein kompletter Oberkiefer eines sehr alten Hausschweines"" [von Röhrig (S. 22) als ""Bestattung von Teilen eines Haustie";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;5,50;0;0
1790;1507;"Grab 110 C";"Körperbestattung auf Planum 1 + 2, Schädel und Teile der Unterschenkel fehlten; ö der Füße Geschirrsatz, s davon Tierknochen [anthropologische Bestimmung identifizierte 2 Individuen, adult und Infans II; wo infantiles Individuum gefunden wurde, bleibt unk";"3";2;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1790;1508;"Grab 110 B";"auf Planum 3 + 4 zwei nebeneinanderliegende Skelette; w matures Individuum stärker gestört, ö adultes nur im Kopf- + Fußbereich, mit bronzenen Beigaben; weiter ö wenige Keramikbeigaben; die zahlreichen Tierknochenfunde sind auf Grabplänen nicht eingezeich";"3";2;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1790;1509;"Grab 110 A";"Körperbestattung auf Planum 5; in 1 m Entfernung vom Skelett ö Gefäßbeigabe; dazwischen zahlreiche Tierknochen [Grabkammermaße sehr stark interpoliert; höchstens Mindestmaße; weitere Keramikbeigaben dürften sich unter den nicht zuordnenbaren Gefäßen befin";"2";2;5;3;;;0,00;2;2,40;2,40;0;0;0;0;0;0;0;0;1;0;3,75;0;0
1791;1510;"Grab 111 B";"Verstreut aufgefunden wurden Tierknochen, Keramik, Menschenknochen, ohne weitere Befundzusammenhänge [deshalb Funde auch nicht aufgenommen; Röhrig hält einen Zusammenhang mit den bei Grab 109 gefundenen Menschenknochen für möglich; allerdings Entfernung s";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
1791;1511;"Grab 111 A";"Urne mit Leichenbrand, ""im Niveau deutlich höher als die Steinpackung von Grab 111 B"" [aber laut Plan noch in dessen Bereich, deshalb wohl Nachbestattung]";"3";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1792;1512;"Grab 112";"Körperbestattung, Keramikbeigabe hauptsächlich in Kopf- + Beckengegend; etwas w Leichenbrandhäufchen; ca. 1 m w der Fuße Tierknochen";"2";2;5;3;;;0,00;2;2,20;1,60;1;0;0;0;0;0;0;0;1;0;1,79;0;4
1793;1513;"Grab 113";"Im W der zu vermutenden Grabkammer [Maße stark interpoliert] 2 Individuen dicht nebeneinander niedergelegt (w Skelett männl., ö weibl.); Schädel von männl. Individuum ruhte auf einem Stein; im Beckenbereich beider Skelette war Leichenbrand eines weiteren ";"2";2;5;3;;;0,00;2;2,50;2,20;1;0;0;0;0;0;0;0;1;0;;0;4
1794;1514;"Grab 114";"""Ohne erkennbare Verfärbung des umgebenden Erdreichs standen zwei Gefäße mit 31 Gramm Leichenbrand Inhalt beisammen. Weitere Beobachtungen liegen nicht vor.""";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1795;1515;"Grab 115";"Gefäß mit Leichenbrand und Bronzeringfragment darin; keine weiteren Beobachtungen";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1796;1516;"Grab 116";"Im W der anzunehmenden Grabkammer [Grabkammermaße nur teilweise zu interpolieren] 2 juvenile Individuen niedergelegt; w besser erhalten, von ö waren nur noch vereinzelte Knochen vorhanden; im O, wohl an Grabkammerwand aufgereiht [genaue Ausrichtung allerd";"2";2;5;3;;;0,00;2;;2,80;1;0;0;0;0;0;0;0;1;0;5,00;0;4
1797;1517;"Grab 117";"Im W der zu vermutenden Grabkammer [Maße interpoliert] gut erhaltenes SkelettM im O entlang der Grabkammerwand Keramik; Keramik auch im rechten Oberkörperbereich; zwischen den Gefäßen Tierknochen";"2";2;13;3;;;0,00;2;3,20;2,60;0;0;0;0;0;0;0;0;1;0;5,50;0;0
1798;1518;"Grab 118";"""Laut Grabungstagebuch handelte es sich um Gefäßscherben, die aber heute verschollen sind. Weitere Hinweise liegen nicht vor."" [aber offensichtlich Leichenbrand dabei gefunden.]";"1";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1799;1519;"Grab 119";"In zu vermutender Grabkammer [Breite einigermaßen sicher zu schätzen, Länge nicht] im W gut erhaltene Körperbestattung, an sö Kammerwand Keramikbeigaben; dazu einige Tierknochen";"2";2;13;3;;;0,00;2;;3,00;0;0;0;0;0;0;0;0;1;0;4,50;0;0
1800;1520;"Grab 120";"""Nach Angaben der Ausgräber handelte es sich um zwei Urnen mit Deckschalen ... Der möglicherweise ehemals vorhandene Leichenbrand sowie die Gefäße sind verschollen.""";"1";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1801;1521;"Grab 121";"Körperbestattung eines Kindes, im Niveau ca. 0,4 m tiefer als Grab 120 liegend; dabei ein Keramikgefäß; alles verschollen";"1";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1802;1522;"Grab 122 A";"Im W der anzunehmenden Grabkammer (ö Kammergrenze ließ sich relativ gut feststellen) 2 männliche Skelette (w frühadult, ö spätadult); w relativ intakt, ö recht stark gestört; ö davon völlig verzogenes Scherbenpflaster und einige Tierknochen; zudem am link";"2";3;13;3;;;0,00;2;2,40;2,20;1;0;0;0;0;0;0;0;1;0;;0;4
1803;1523;"Grab 122 B";"Gefäßscherben mit etwas Leichenbrand + Holzkohle dabei; keine weiteren Informationen";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1804;1524;"Grab 123";"Im W der anzunehmenden Grabkammer teilweise gestörtes, weibliches Skelett mit viel Trachtschmuck im Brust- + Armbereich; Keramikbeigabe im O durch Entwässerungsgraben fast gänzlich zerstört";"2";3;13;3;;;0,00;2;;;0;0;0;0;0;0;0;0;1;0;3,90;0;3
1805;1525;"Grab 124";"Im W der anzunehmenden Grabkammer [Maße nur zu schätzen] 2 männliche Skelette (w frühadult, ö spätadult), bei denen bei beiden die Schädelknochen fehlten; am linken Unterschenkel von w Individuum fand sich Leichenbrand; an sö Kammerwand Keramikbeigabe in ";"2";2;5;3;;;0,00;2;;2,60;1;0;0;0;0;0;0;0;1;0;3,59;0;4
1806;1526;"Grab 125";"Fragmente von vier Gefäßen; ""Dabei lagen einige Metallfragmente sowie 310 Gramm Leichenbrand. Nähere Beobachtungen liegen nicht vor.""";"1";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1815;1535;"Brandgrab";"Scherben einer Schale und Leichenbrand wurden geborgen";"1";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1818;1537;"Brandgrab";"Schale mit Leichenbrand, wohl Nachbestattung";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1820;1538;"1952";"Brandbestattung";"1";5;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
1825;1539;"Bestattung 1";"Unregelmäßig quadratische Grube; auf 1-2 cm starken Brandschicht mit Holzkohle lagen im SW-Teil Reste eines halb verbrannten Skelettes (nach E. Wünsch) [!]; sowohl verbrannte wie auch unverbrannte Knochen im Verband; nö davon Gruppe von ca. 18 Gefäßen [Be";"2";3;9;2;2,50;2,50;;2;;;0;0;0;1;0;0;0;0;1;0;2,50;0;0
1825;1540;"Bestattung 2";"Rechteckige Steinkammer, z. T. in Steinpackung von Bestattung 1 eingetieft, 0,4 m oberhalb von Brandschicht; Reste eines halb verbrannten Skelettes";"3";3;7;2;2,00;0,80;0,40;2;;;0;0;0;0;0;0;0;1;0;0;;0;0
1826;1541;"Körperbestattung";"Skelettbestattung auf der alten Oberfläche; Keramik im O bzw. N, Tierknochen im O des Kopfes; Oberkörper und Tierknochen von Steinlage überdeckt; Kegelhalsgefäße mit Graphitstreifenbemalung + senkrechten Riefengruppen";"2";3;5;3;;;0,00;2;2,50;2,00;0;0;0;0;0;0;0;0;1;0;;0;0
1826;1542;"Brandbestattung";"Etwas 0,25 m oberhalb der Füße des Skelettes von Bestattung 1 wurde kleine Brandschicht mit Leichenbrandschüttung beobachtet, in der Gefäß lag";"2";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1827;1543;"Bestattung";"Wenig n des Hügelzentrums längliche, SN orientierte Verfärbung, wohl von völlig vergangener Körperbestattung; w davon angeblich Reste eines Eisenschwertes, im O Keramik";"2";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1832;1544;"Körperbestattung 1";"Körperbestattung mit Metallbeigaben, ssö der Hügelmitte [wohl Nachbestattung]";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1832;1545;"Brandbestattung";"Rechteckige Steinkammer, 3 m ö des Hügelzentrums, mit Leichenbrandschüttung, aber ohne Beigaben";"4";3;5;1;;;;2;1,50;0,60;0;0;0;0;0;0;0;1;0;0;;0;0
1832;1546;"Körperbestattung 2";"""Nö der Hügelmitte waren insgesamt 11 Gefäße in zwei Gruppen angeordnet. Neben der äußeren Gefäßgruppe lag eine NW-SO orientierte Körperbestattung, nw der Hügelmitte zwei weitere Gefäße."" [vermutlich eigentliche Zentralbestattung, zu der die Keramik gehör";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1838;1547;"Körperbestattung";"Zerstörung einer Körperbestattung beim Roden [wohl Nachbestattung]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1838;1548;"Brandbestattung";"Rechteckige Kammer aus gestellten Steinplatten mit Spuren von inkohlten Holzbohlen; darauf in Gruppen angeordnet insgesamt 11 Keramikgefäße und weitere Scherbennester; zwischen den Gefäßgruppen Leichenbrandschüttung, darin Metallfunde";"2";2;9;3;;;0,00;2;1,50;;0;0;0;0;0;0;1;1;1;0;;0;0
1839;1549;"Körperbestattungen";"im Zentrum des Hügels in ca. 0,2 m T fanden sich 2 SN-orientierte Körperbestattungen";"3";3;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1839;1550;"Brandbestattung";"Mächtige Brandschicht unter einer massiven Steinpackung mit zahlreichen Gefäßen und Leichenbrandschüttung in NW-Ecke des Grabes";"2";3;9;4;;;0,60;4;;;0;0;0;1;0;0;0;0;1;0;;0;1
1842;1552;"Brandbestattung";"""Auf der Sohle des Hügels konnten stellenweise ungestörte Brandschichtenreste mit Leichenbrandschüttung nachgewiesen werden.""; Funde ansonsten nicht zuweisbar";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1844;1554;"Brandbestattung";"Steinpackung reichte bis zu 0,5 m unter das Nieveau des äußeren Bodens hinab; im Zentrum des Hügels Brandschicht über und unter einer Steinplattenlage; bis auf wenige Ausnahmen aller Leichenbrand und alle Funde in Brandschicht in Tiefe von 0,7-0,8 m [nach";"2";3;9;2;3,00;3,00;0,40;4;;;0;0;0;1;0;0;0;0;1;0;9,00;0;0
1845;1555;"Körperbestattungen";"Beigabenlose Körperbestattungen";"3";4;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1845;1556;"Brandbestattung";"Brandschicht mit Leichenbrandschüttung unter unregelmäßiger Steinpackung; alle Funde aus Brandschicht";"2";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;1;0;;0;0
1846;1557;"Bestattung 1";"Einzelne Schüssel mit Leichenbrand in einer annähernd rechteckigen kleinen Steinkammer";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;1;1;0;;0;0
1846;2734;"Bestattung 2";"""Zwischen regellosen Steinen fand sich eine einzelne Schale mit Leichenbrand""";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
1850;1558;"Nachbestattung";"Skelettreste im oberen Teil der Steinpackung";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1850;1559;"Brandbestattung";"Brandschicht an Hügelbasis auf pflasterartigen Steinlage";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;1;1;5,00;0;0
1851;1560;"Körperbestattung";"Skelettreste in ca. 0,65-0,75 m Tiefe, teilweise noch im Verband";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1853;1561;"Hügel 6";"Brandschicht mit z. T. ineinandergestellten Gefäßen [erhöhte Erstbestattung?]";"2";3;9;4;;;0,30;4;;;0;0;0;1;0;0;0;0;1;0;;0;0
1855;1562;"Brandgrab";"In einer von Holzkohle geschwärzten Schicht in 1 m Tiefe stand Gefäß mit Leichenbrand, abgedeckt von umgestülpter Schale";"1";3;9;2;;;1,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1857;1563;"Grab 1964";"Grab mit Leichenbrandschüttung und zahlreichen Keramikbeigaben";"2";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1859;1566;"Brandgrab";"Brandschicht, in n Hälfte Leichenbrandschüttung mit Metallbeigaben; um Schüttung Keramik gruppiert";"2";3;9;1;;;;2;;;0;0;0;1;0;0;0;0;1;0;3,00;0;0
1860;1567;"Fuchsbauhügel";"Brandschicht mit Leichenbrand und Gefäßen (u. a. ""schwarz und rot"" bemalte"" Kegelhalsgefäße)";"2";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;1;0;;0;0
1866;1568;"Hügel 1";"Brandschicht mit Leichenbrand auf dem gewachsenen Boden; am Rand Kegelhalsgefäß und weitere Keramik";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1867;1570;"Hügel 2";"Leichenbrand auf der Hügelsohle, daneben einzelnes Kegelhalsgefäß";"2";3;9;3;;;0,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1869;1572;"Hügel 13";"Im Zentrum des Hügels Brandschicht mit etwa 4 Gefäßen";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1870;1573;"Hügel 13 - Stelengrab";"etwa 1 m große Brandschicht mit Gefäßresten [ebenerdig, eingetieft?]";"4";3;9;1;;;;3;;;0;0;0;1;0;0;0;0;0;0;;0;0
1871;1574;"Hügel 19";"Brandschicht auf dem anstehenden Boden mit Geschirrsatz";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1872;1575;"Hügel 20";"Brandschicht auf dem anstehenden Boden mit Geschirrsatz";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1873;1576;"Hügel 21";"Brandschicht auf dem anstehenden Boden mit Geschirrsatz";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1874;1577;"Hügel 24";"Brandschicht auf dem anstehenden Boden mit Geschirrsatz";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1876;1578;"Hügel 1";"Brandschicht in 1,5 m Tiefe; darauf Keramik, dazwischen Leichenbrand";"2";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1877;1579;"Hügel 2";"In Hügelmitte Keramik";"2";3;9;3;;;0,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1878;1580;"Hügel 1";"Brandschicht auf anstehendem Boden; im N Keramik, dazwischen Leichenbrand mit Metallbeigaben";"2";3;9;3;;;0,00;2;3,00;2,00;0;0;0;1;0;0;0;0;0;0;;0;1
1881;1581;"Hügel 4";"Brandschicht, auf anstehendem Boden; im W Leichenbrandschüttung mit Metallbeigaben; im N + O Keramik; Fischwirbel";"2";3;9;3;;;0,00;2;2,00;2,00;0;0;0;1;0;0;0;0;0;0;;0;1
1882;1582;"Hügel 5";"Brandschicht auf anstehendem Boden; darauf etwa 10 Gefäße, dazwischen Leichenbrand verstreut";"2";3;9;3;;;0,00;2;;;0;0;0;1;0;0;0;0;0;0;;0;0
1883;1583;"Hügel 6";"Keine Brandschicht";"2";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1884;1584;"Hügel 7";"In der Hügelmitte auf dem gewachsenen Boden Reste von ca. 6 Gefäßen";"2";3;9;3;;;0,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1885;1585;"Nachbestattung";"'Brandplatz' in 0,6 m Tiefe mit Resten rot und schwarz bemalter Keramik";"3";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1886;1586;"Hügel 2";"im Hügelzentrum auf anstehendem Boden 'Lehmtenne' [durch Scheiterhaufen gebrannt?], darauf Brandschicht; im W + NO Keramik, im Zentrum Leichenbrandschüttung, daneben Dolchreste";"2";3;9;3;;;0,00;2;2,90;2,60;0;0;1;1;0;0;0;0;0;0;;0;1
1887;1587;"Brandgrab 1";"Brandgrube mit Leichenbrand; auf Brandschicht Keramik";"1";2;9;2;;;0,70;3;;;0;0;0;0;0;0;0;0;1;0;2,00;0;0
1888;1588;"Brandgrab 2";"Brandgrab, darin Brandschüttung und Leichenbrand unter umgestülpter Schale";"1";2;9;2;;;0,45;3;;;0;0;0;0;0;0;0;0;1;0;;0;0
1889;1589;"Grab 3";"Reste mehrerer Gefäße, z. T. in einer Brandschicht";"2";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;1;0;6,00;0;0
1890;1590;"Grab 4";"Brandschicht mit Leichenbrandschüttung (ca. 1 x 0,5 m) im O und Scherbennestern an verschiedenen Stellen [nach Plan vor allem in W, N, O; auf Plan wohl irrtümlich statt ""1m"" als Maßstab ""2m"" angegeben]";"2";2;13;3;;;0,00;2;4,00;4,00;0;0;0;1;0;0;0;0;1;0;4,00;0;0
1894;1591;"Hügel 1900";"Brandschicht mit Keramik, Nadel und Leichenbrand";"2";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;1;0;;0;0
1902;1592;"Hügel 1";"Brandschicht unterhalb des äußeren Bodenniveaus, mit Leichenbrandschüttung und zahlreichen Gefäßen";"2";3;9;2;;;;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1903;1593;"Hügel 2";"Brandschicht auf dem gewachsenen Boden";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1904;1594;"Kleinerer Hügel";"Grabkammer mit völlig inkohlten Kammerwänden (weitgehend zerstört); auf dem Kammerboden Knochenreste (wohl Speisebeigabe) und Keramik; im Aushub weitere Keramik und Leichenbrand";"2";3;9;1;;;;1;;;0;0;0;0;1;0;0;0;1;0;1,50;0;0
1905;1595;"Hügel 1924";"Brandschicht von ca. 4 m Dm.; darin Leichenbrand und Keramikscherben von über 10 Gefäßen";"2";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;1;0;;0;0
1910;1596;"Brandgrab 1971";"Brandgrab mit mehreren Gefäßen";"1";3;9;2;;;1,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1911;1597;"Hügel 1";"Ebenerdige Brandschicht mit Leichenbrandschüttung, Tierknochen vom Schwein und spärlichen Gefäßresten";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;1;0;2,65;0;0
1912;1598;"Hügel 2 - Nachbestattung";"Nachbestattung mit Leichenbrandschüttung und Gefäßen";"3";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1912;1599;"Hügel 2 - Erstbestattung";"Ebenerdige Brandschüttung mit rotgebranntem Lehmboden, Leichenbrandschüttung und Keramik; auch vorhallstattzeitliche Scherben und Silices";"2";3;9;3;;;0,00;4;;;0;0;1;1;0;0;0;0;1;0;;0;0
1913;1600;"Hügel 1";"Feste Lehmschicht (2 x 1,2 m) [verziegelt?] auf gewachsenem Boden, mit Holzkohlen und Scherben durchsetzt";"2";3;9;3;;;0,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1914;1601;"Hügel 1";"Brandschicht mit Holzkohleresten, Leichenbrandschüttung und Gefäßresten";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;1;0;1,45;0;0
1915;1602;"Körperbestattung";"Körperbestattung, in der Mitte des Hügels in 1,2 m Tiefe (d. h. 0,3 m über gewachsenem Boden)";"3";3;9;2;;;-0,30;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1916;1603;"Nachbestattung";"Schwache Brandschicht mit wenig Leichenbrand";"3";3;9;2;;;-0,50;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1916;1604;"Erstbestattung";"Brandschicht (2,6 x 2,3 m), praktisch auf gewachsenem Boden [Diskrepanz von 0,05 m vernachlässigbar], darin Leichenbrandschüttung und Gefäßreste";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1917;1605;"Hügel 1897";"Brandschicht mit Keramik [keine weitere Dokumentation]";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;1;0;3,00;0;0
1921;1606;"Brandgrab 1920";"Brandgrubengrab, mit Scherbennest und Leichenbrand; Grube zeichnete sich deutlich ab";"1";3;9;2;0,50;0,50;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
1922;1607;"Grab 1927";"Unter der Steinpackung 'Kohleschicht' von 5 cm Stärke mit Tierknochen; im O und SO dunkle Schicht [von Torbrügge als Boden der Grabkammer interpretiert]; Aufdeckung eines Skelettes [Erstbestattung? Nachbestattung?]";"2";3;14;2;;;;2;;;0;0;0;1;0;0;0;0;1;0;1,79;0;0
1930;1610;"Grab 1";"Unter der Steindecke ""lagerte eine dunkle Erdschicht mit den Funden, doch kamen die Bronzen schon beim Pflügen zutage. Im nordöstlichen Teil fand sich Leichenbrand in einem Häufchen."" [Fundumstände problematisch, Zusammengehörigkeit deshalb nicht wirklich";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;5,00;0;0
